target,asymptote,dose,r,x_2,y_21,B0_21,meanB1,meanB2,meanB3,maxB1,maxB2,maxB3,minB1,minB2,minB3,stabilityB1,stabilityB2,stabilityB3,sp_survival
x,8.0,52.0,4.900749719809166e-7,2.1019718408297862e-7,1.1107426755788226e-5,2.635992579106475,0.4636241180913285,0.06002288822951619,0.29174780566462233,0.4636241180913265,0.060022888229515854,0.29174780566462216,0.4636241180913265,0.060022888229515854,0.29174780566462216,-4.313626421453435e-15,-5.5531628695111476e-15,-5.7124144169250455e-16,3
x,8.0,53.0,4.900749719809166e-7,2.0618741436742011e-7,1.1107426755788226e-5,2.635992579106475,0.4716102311182634,0.058852313842099366,0.2976000609950611,0.4716102311182658,0.05885231384209966,0.2976000609950609,0.4716102311182658,0.05885231384209966,0.2976000609950609,-5.0651380619276176e-15,-4.955663523100358e-15,-5.600080744649085e-16,3
x,8.0,54.0,4.900749719809166e-7,2.0238578268304618e-7,1.1107426755788226e-5,2.635992579106475,0.4791328990646482,0.0577434396433799,0.3030897379165084,0.47913289906464573,0.05774343964338012,0.30308973791650873,0.47913289906464573,0.05774343964338012,0.30308973791650873,-5.1015568940813184e-15,-3.848251002428587e-15,-1.0997299893036473e-15,3
x,8.0,55.0,4.900749719809166e-7,1.9881487822342424e-7,1.1107426755788226e-5,2.635992579106475,0.4861563578309783,0.05670269566878133,0.30819515211662496,0.4861563578309777,0.05670269566878165,0.3081951521166261,0.4861563578309777,0.05670269566878165,0.3081951521166261,-1.2569637859463317e-15,-5.633394803831648e-15,-3.7852933500651716e-15,3
x,8.0,56.0,4.900749719809166e-7,1.9548862060841602e-7,1.1107426755788226e-5,2.635992579106475,0.4926620334533461,0.05573397746209569,0.31290710143805744,0.4926620334533485,0.0557339774620958,0.31290710143805867,0.4926620334533485,0.0557339774620958,0.31290710143805867,-4.9614615668083466e-15,-1.9934989355679463e-15,-3.90582977051465e-15,3
x,8.0,57.0,4.900749719809166e-7,1.924131695102203e-7,1.1107426755788226e-5,2.635992579106475,0.49864620160587675,0.05483892250672667,0.3172269150239997,0.4986462016058757,0.054838922506726444,0.3172269150240006,0.4986462016058757,0.054838922506726444,0.3172269150240006,-2.1167381435665373e-15,-4.178699007257228e-15,-2.8019217659951714e-15,3
x,8.0,58.0,4.900749719809166e-7,1.8958810305920283e-7,1.1107426755788226e-5,2.635992579106475,0.5041172942191984,0.05401726188701849,0.32116433309788406,0.5041172942191965,0.05401726188701874,0.32116433309788606,0.5041172942191962,0.05401726188701798,0.3211643330978847,-4.092114417128164e-15,-5.345061833772435e-15,-4.4683894555579914e-15,3
x,8.0,59.0,4.900749719809166e-7,1.8700770585577622e-7,1.1107426755788226e-5,2.635992579106475,0.5090931527186627,0.05326720082425186,0.32473542525069854,0.5090931527186635,0.05326720082425236,0.3247354252506994,0.5090931527186632,0.053267200824251605,0.32473542525069804,-1.2508535828685222e-15,-5.120259840834889e-15,-1.952009261941851e-15,3
x,8.0,60.0,4.900749719809166e-7,1.8466224123066916e-7,1.1107426755788226e-5,2.635992579106475,0.5135984452360842,0.052585791962510745,0.3279606891766018,0.5135984452360831,0.05258579196251125,0.3279606891766024,0.5135984452360828,0.052585791962510495,0.32796068917660093,-2.5159956145916756e-15,-5.498679604554434e-15,-2.000027172753017e-15,3
x,8.0,61.0,4.900749719809166e-7,1.825391209135996e-7,1.1107426755788226e-5,2.635992579106475,0.5176623836747927,0.051969276687702605,0.33086341097852334,0.5176623836747949,0.05196927668770298,0.3308634109785246,0.5176623836747947,0.05196927668770222,0.3308634109785232,-4.066076657274777e-15,-4.833649683007375e-15,-2.5900295841619987e-15,3
x,8.0,62.0,4.900749719809166e-7,1.8062392121243586e-7,1.1107426755788226e-5,2.635992579106475,0.5213168071112089,0.051413380269806894,0.3334683191767694,0.5213168071112119,0.05141338026980721,0.33346831917676995,0.5213168071112119,0.05141338026980652,0.3334683191767686,-5.754373976077785e-15,-4.556222555040367e-15,-1.7916625062790275e-15,3
x,8.0,63.0,4.900749719809166e-7,1.7890122412187236e-7,1.1107426755788226e-5,2.635992579106475,0.5245946456166732,0.05091355509811845,0.335800529486238,0.5245946456166729,0.05091355509811898,0.3358005294862396,0.5245946456166726,0.05091355509811826,0.3358005294862383,-9.686157103688413e-16,-5.856182145723893e-15,-3.237086560444355e-15,3
x,8.0,64.0,4.900749719809166e-7,1.7735528309435376e-7,1.1107426755788226e-5,2.635992579106475,0.5275287434375151,0.05046517237958871,0.3378847553493167,0.5275287434375161,0.05046517237958903,0.33788475534931695,0.527528743437516,0.05046517237958831,0.33788475534931534,-1.792904109145355e-15,-5.0400332196991255e-15,-2.6044519035356935e-15,3
x,8.0,65.0,4.900749719809166e-7,1.75970526921846e-7,1.1107426755788226e-5,2.635992579106475,0.5301510001517863,0.05006366654558628,0.33974474766384677,0.5301510001517835,0.050063666545586576,0.3397447476638482,0.5301510001517833,0.05006366654558584,0.33974474766384666,-5.464081120466443e-15,-5.133241663694299e-15,-2.8570612164323703e-15,3
x,8.0,66.0,4.900749719809166e-7,1.7473192263417292e-7,1.1107426755788226e-5,2.635992579106475,0.5324917794201424,0.04970463867462746,0.3414029232425335,0.5324917794201435,0.04970463867462773,0.3414029232425344,0.5324917794201435,0.04970463867462704,0.341402923242533,-2.0865228166835602e-15,-4.905175312744498e-15,-1.8144833107507353e-15,3
x,8.0,67.0,4.900749719809166e-7,1.7362522115437102e-7,1.1107426755788226e-5,2.635992579106475,0.5345795337307595,0.04938392597489542,0.3428801426212479,0.5345795337307567,0.0493839259748957,0.3428801426212485,0.5345795337307566,0.04938392597489498,0.3428801426212469,-5.2960911227516654e-15,-5.474107125594043e-15,-2.0619254671908363e-15,3
x,8.0,68.0,4.900749719809166e-7,1.7263710920684292e-7,1.1107426755788226e-5,2.635992579106475,0.536440597093786,0.04909764423268262,0.34419560176403785,0.5364405970937837,0.04909764423268281,0.3441956017640381,0.5364405970937836,0.04909764423268212,0.3441956017640367,-4.428872370807894e-15,-5.60878719632778e-15,-2.2457608393135615e-15,3
x,8.0,69.0,4.900749719809166e-7,1.7175528891230515e-7,1.1107426755788226e-5,2.635992579106475,0.5380991036852699,0.04884220948690498,0.3453668074457964,0.5380991036852709,0.04884220948690546,0.34536680744579623,0.5380991036852706,0.04884220948690472,0.3453668074457946,-1.5447121083687706e-15,-5.685172347022582e-15,-3.346371072280926e-15,3
x,8.0,70.0,4.900749719809166e-7,1.7096850355621122e-7,1.1107426755788226e-5,2.635992579106475,0.5395769973923726,0.04861434430296279,0.34640961161072337,0.5395769973923704,0.048614344302963186,0.3464096116107225,0.5395769973923704,0.0486143443029625,0.3464096116107211,-4.1182491204257636e-15,-4.872501639911972e-15,-4.850200913989582e-15,3
x,8.0,71.0,4.900749719809166e-7,1.7026652481214106e-7,1.1107426755788226e-5,2.635992579106475,0.5408941040799824,0.048411073069901965,0.3473382852012487,0.540894104079982,0.04841107306990236,0.34733828520125026,0.5408941040799818,0.048411073069901674,0.3473382852012488,-9.518314434350118e-16,-4.920687903302718e-15,-2.993032723462279e-15,3
x,8.0,72.0,4.900749719809166e-7,1.6964011362204465e-7,1.1107426755788226e-5,2.635992579106475,0.5420682446305393,0.04822970984087307,0.34816561652017686,0.5420682446305383,0.048229709840873325,0.3481656165201771,0.5420682446305382,0.04822970984087261,0.3481656165201755,-1.9492590500491356e-15,-5.395987607771213e-15,-2.5554591003686947e-15,3
x,8.0,73.0,4.900749719809166e-7,1.69080964186201e-7,1.1107426755788226e-5,2.635992579106475,0.5431153721541037,0.04806784143481482,0.3489030230159541,0.5431153721541027,0.04806784143481524,0.34890302301595516,0.5431153721541024,0.04806784143481452,0.3489030230159536,-2.0536314603338013e-15,-5.280401524661666e-15,-1.990184150870135e-15,3
x,8.0,74.0,4.900749719809166e-7,1.685816381820917e-7,1.1107426755788226e-5,2.635992579106475,0.5440497211669809,0.04792330783953298,0.349560668472804,0.5440497211669784,0.04792330783953342,0.34956066847280365,0.5440497211669783,0.047923307839532754,0.34956066847280237,-4.824888844412371e-15,-5.1505441972660025e-15,-3.1531063327647582e-15,3
x,8.0,75.0,4.900749719809166e-7,1.6813549442330798e-7,1.1107426755788226e-5,2.635992579106475,0.5448839600456372,0.04779418140421975,0.3501475800120392,0.5448839600456354,0.04779418140422021,0.35014758001204044,0.5448839600456354,0.04779418140421955,0.35014758001203905,-3.2625111515148997e-15,-5.436660266007238e-15,-2.430340090645528e-15,3
x,8.0,76.0,4.900749719809166e-7,1.677366176556566e-7,1.1107426755788226e-5,2.635992579106475,0.545629340785365,0.04767874587280291,0.35067176116463816,0.5456293407853643,0.047678745872803234,0.35067176116463966,0.5456293407853641,0.04767874587280251,0.35067176116463805,-1.459434666782786e-15,-5.226292319353203e-15,-2.940974417303391e-15,3
x,8.0,77.0,4.900749719809166e-7,1.6737974901670447e-7,1.1107426755788226e-5,2.635992579106475,0.5462958421555048,0.04757547597277011,0.35114029865897123,0.5462958421555077,0.04757547597277036,0.35114029865897123,0.5462958421555077,0.04757547597276968,0.35114029865896973,-5.491258832020885e-15,-5.208677288777538e-15,-2.830926408511446e-15,3
x,8.0,78.0,4.900749719809166e-7,1.6706021980007523e-7,1.1107426755788226e-5,2.635992579106475,0.5468923038700952,0.04748301802035627,0.3515594615771396,0.5468923038700967,0.04748301802035647,0.3515594615771412,0.5468923038700967,0.04748301802035581,0.3515594615771398,-2.6410558559196867e-15,-5.648741236039402e-15,-3.0387736111651413e-15,3
x,8.0,79.0,4.900749719809166e-7,1.6677388951180224e-7,1.1107426755788226e-5,2.635992579106475,0.5474265504970371,0.04740017181598033,0.351934792251555,0.547426550497038,0.04740017181598076,0.35193479225155594,0.5474265504970376,0.04740017181598003,0.3519347922515542,-1.2729807801661575e-15,-4.8889739395558046e-15,-1.7678888022722111e-15,3
x,8.0,80.0,4.900749719809166e-7,1.6651708873376562e-7,1.1107426755788226e-5,2.635992579106475,0.5479055046072752,0.047325873969219626,0.352271188769792,0.5479055046072766,0.04732587396922001,0.35227118876979446,0.5479055046072765,0.04732587396921931,0.35227118876979296,-2.5327520833898552e-15,-5.121788407393656e-15,-5.212136672204763e-15,3
x,8.0,81.0,4.900749719809166e-7,1.6628656697694554e-7,1.1107426755788226e-5,2.635992579106475,0.5483352891970021,0.0472591826982507,0.35257297928673426,0.5483352891970033,0.04725918269825105,0.3525729792867359,0.548335289197003,0.04725918269825033,0.35257297928673437,-1.8184825669753975e-15,-5.191776102615389e-15,-3.2053143931411167e-15,3
x,8.0,82.0,4.900749719809166e-7,1.6607944548070487e-7,1.1107426755788226e-5,2.635992579106475,0.5487213197645658,0.04719926408468025,0.352843988552375,0.5487213197645648,0.04719926408468055,0.35284398855237487,0.5487213197645647,0.04719926408467985,0.3528439885523733,-1.9314816639606293e-15,-5.207024724088095e-15,-3.036058532365123e-15,3
x,8.0,83.0,4.900749719809166e-7,1.6589317476629764e-7,1.1107426755788226e-5,2.635992579106475,0.5490683866389179,0.04714537972312891,0.35308759718598004,0.549068386638916,0.04714537972312933,0.35308759718598126,0.5490683866389154,0.0471453797231286,0.3530875971859797,-3.952990212375261e-15,-5.202075625176552e-15,-2.207951105274469e-15,3
x,8.0,84.0,4.900749719809166e-7,1.6572549666200245e-7,1.1107426755788226e-5,2.635992579106475,0.5493807282762582,0.047096875679710555,0.3533067942880403,0.5493807282762578,0.04709687567971094,0.3533067942880401,0.5493807282762578,0.047096875679710284,0.3533067942880387,-6.06713808987776e-16,-4.893872871608733e-15,-3.0864456765505474e-15,3
x,8.0,85.0,4.900749719809166e-7,1.6557441046738487e-7,1.1107426755788226e-5,2.635992579106475,0.5496620962947063,0.047053172659957745,0.3535042240000434,0.5496620962947043,0.04705317265995826,0.35350422400004333,0.549662096294704,0.047053172659957544,0.3535042240000419,-3.939713256715107e-15,-6.1913039852015906e-15,-2.8659114766101773e-15,3
x,8.0,86.0,4.900749719809166e-7,1.6543814290289513e-7,1.1107426755788226e-5,2.635992579106475,0.5499158130246549,0.047013757281269275,0.3536822266128214,0.5499158130246563,0.04701375728126967,0.35368222661282306,0.5499158130246562,0.047013757281269,0.35368222661282156,-2.5510445939005694e-15,-4.9771009348530464e-15,-3.127425876070502e-15,3
x,8.0,87.0,4.900749719809166e-7,1.6531512148915685e-7,1.1107426755788226e-5,2.635992579106475,0.5501448223307394,0.04697817434495768,0.35384287479698606,0.5501448223307417,0.046978174344958185,0.35384287479698734,0.5501448223307415,0.04697817434495748,0.3538428747969858,-4.050621067135474e-15,-5.927520680766723e-15,-2.3765346697773234e-15,3
x,8.0,88.0,4.900749719809166e-7,1.652039510111967e-7,1.1107426755788226e-5,2.635992579106475,0.550351734420825,0.04694602000656871,0.35398800549140275,0.5503517344208237,0.04694602000656895,0.35398800549140436,0.5503517344208233,0.046946020006568244,0.35398800549140286,-2.6214090517006464e-15,-5.655883762682196e-15,-2.9707600294736753e-15,3
x,8.0,89.0,4.900749719809166e-7,1.6510339274166976e-7,1.1107426755788226e-5,2.635992579106475,0.5505388653067794,0.046916935748915096,0.354119247942687,0.5505388653067808,0.046916935748915416,0.35411924794268723,0.5505388653067808,0.046916935748914784,0.354119247942686,-2.42174999980233e-15,-4.255616593467305e-15,-1.9447310163646037e-15,3
x,8.0,90.0,4.900749719809166e-7,1.6501234612041328e-7,1.1107426755788226e-5,2.635992579106475,0.5507082715259521,0.04689060306928769,0.35423804834372663,0.5507082715259525,0.04689060306928791,0.3542380483437262,0.5507082715259525,0.04689060306928723,0.35423804834372463,-6.052512581904436e-16,-5.500965795783153e-15,-3.8255233545490075e-15,3
x,8.0,91.0,4.900749719809166e-7,1.6492983261302687e-7,1.1107426755788226e-5,2.635992579106475,0.550861780675148,0.04686673879983879,0.3543456914748018,0.5508617806751458,0.046866738799839186,0.3543456914748014,0.5508617806751457,0.046866738799838485,0.35434569147479983,-4.141401252986002e-15,-5.1941528435497176e-15,-3.8673530802888464e-15,3
x,8.0,92.0,4.900749719809166e-7,1.648549814970084e-7,1.1107426755788226e-5,2.635992579106475,0.5510010182533173,0.04684509098779244,0.3544433197081414,0.5510010182533188,0.046845090987792624,0.3544433197081431,0.5510010182533188,0.046845090987792014,0.354443319708142,-2.8230052121683433e-15,-4.936853621001459e-15,-3.5193076197639933e-15,3
x,8.0,93.0,4.900749719809166e-7,1.6478701734920515e-7,1.1107426755788226e-5,2.635992579106475,0.551127431256077,0.0468254352695475,0.3545319496968608,0.5511274312560759,0.046825435269547876,0.3545319496968604,0.5511274312560758,0.0468254352695472,0.35453194969685903,-2.1390094899916776e-15,-4.9223089772417726e-15,-3.40824508400358e-15,3
x,8.0,94.0,4.900749719809166e-7,1.6472524903230387e-7,1.1107426755788226e-5,2.635992579106475,0.551242308915761,0.0468075716797933,0.3546124870323703,0.5512423089157625,0.046807571679793734,0.35461248703237236,0.5512423089157622,0.04680757167979302,0.3546124870323708,-2.5148293441644665e-15,-5.4244240989676074e-15,-4.134537420428835e-15,3
x,8.0,95.0,4.900749719809166e-7,1.6466906000040018e-7,1.1107426755788226e-5,2.635992579106475,0.5513468009357193,0.046791321843276515,0.3546857391210548,0.5513468009357196,0.046791321843276966,0.3546857391210564,0.5513468009357194,0.04679132184327626,0.35468573912105483,-4.530319227530316e-16,-5.386834618288335e-15,-3.0531960561190034e-15,3
x,8.0,96.0,4.900749719809166e-7,1.6461789976416536e-7,1.1107426755788226e-5,2.635992579106475,0.5514419335262216,0.046776526502859996,0.3547524265007017,0.5514419335262222,0.046776526502860204,0.3547524265007027,0.5514419335262217,0.04677652650285946,0.3547524265007011,-6.926117823251613e-16,-6.14860178148199e-15,-1.988177302844345e-15,3
x,8.0,97.0,4.900749719809166e-7,1.6457127637471345e-7,1.1107426755788226e-5,2.635992579106475,0.5515286235127637,0.04676304334292942,0.3548131927904693,0.5515286235127628,0.04676304334292972,0.3548131927904696,0.5515286235127624,0.046763043342929016,0.35481319279046813,-1.9141810196965296e-15,-5.2005829673147664e-15,-2.1459918737191144e-15,3
x,8.0,98.0,4.900749719809166e-7,1.6452874980199405e-7,1.1107426755788226e-5,2.635992579106475,0.5516076907544364,0.0467507450720891,0.3548686134441283,0.5516076907544365,0.046750745072089574,0.3548686134441299,0.5516076907544365,0.04675074507208891,0.3548686134441285,-2.0142145696644654e-16,-5.648578289308305e-15,-3.090484060593781e-15,3
x,8.0,99.0,4.900749719809166e-7,1.6448992609848442e-7,1.1107426755788226e-5,2.635992579106475,0.5516798690809397,0.046739517733433364,0.3549192034552509,0.5516798690809382,0.0467395177334336,0.3549192034552507,0.5516798690809382,0.04673951773343294,0.35491920345524924,-2.6181363552375925e-15,-5.0480377943295206e-15,-3.0868308505661205e-15,3
x,8.0,100.0,4.900749719809166e-7,1.644544522522437e-7,1.1107426755788226e-5,2.635992579106475,0.551745815930869,0.04672925921455427,0.3549654241443269,0.5517458159308675,0.04672925921455455,0.3549654241443289,0.551745815930867,0.046729259214553814,0.35496542414432725,-3.237342332654271e-15,-5.66848914467731e-15,-3.762202882972217e-15,3
x,8.0,0.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
x,8.0,1.0,4.900749719809166e-7,2.733815926832232e-7,1.1107426755788226e-5,2.635992579106475,0.3299623535019678,0.07860354073426623,0.18988588268300605,0.32996235350196634,0.07860354073426634,0.18988588268300582,0.32996235350196634,0.07860354073426634,0.18988588268300582,-4.377387621236342e-15,-1.4134938923587262e-15,-1.1702357560844528e-15,3
x,8.0,2.0,4.900749719809166e-7,2.7338159268268784e-7,1.1107426755788226e-5,2.635992579106475,0.329962353503168,0.07860354073410783,0.18988588268395779,0.32996235350316816,0.07860354073410829,0.18988588268395715,0.32996235350316816,0.07860354073410829,0.18988588268395715,-5.050831870638946e-16,-5.830662305991496e-15,-3.3644277987259393e-15,3
x,8.0,3.0,4.900749719809166e-7,2.7338159266945004e-7,1.1107426755788226e-5,2.635992579106475,0.3299623535328916,0.07860354073018863,0.18988588270746862,0.3299623535328908,0.07860354073018869,0.1898858827074688,0.32996235353289044,0.07860354073018809,0.18988588270746826,-3.0095876155860875e-15,-4.1712628967351715e-15,-1.3641766400041157e-15,3
x,8.0,4.0,4.900749719809166e-7,2.7338159254562785e-7,1.1107426755788226e-5,2.635992579106475,0.3299623538109077,0.07860354069352488,0.1898858829273906,0.32996235381090677,0.07860354069352529,0.18988588292739025,0.3299623538109064,0.07860354069352472,0.18988588292738973,-3.490486618515976e-15,-3.056527343378415e-15,-3.360912070248438e-15,3
x,8.0,5.0,4.900749719809166e-7,2.7338159186308055e-7,1.1107426755788226e-5,2.635992579106475,0.329962355343417,0.07860354049142504,0.18988588413966545,0.329962355343418,0.07860354049142512,0.18988588413966662,0.3299623553434177,0.07860354049142455,0.1898858841396661,-2.6226795260761967e-15,-3.552739302780454e-15,-4.9325558206173805e-15,3
x,8.0,6.0,4.900749719809166e-7,2.7338158915675305e-7,1.1107426755788226e-5,2.635992579106475,0.3299623614198875,0.07860353969008958,0.18988588894639052,0.3299623614198861,0.0786035396900899,0.18988588894639052,0.3299623614198861,0.0786035396900899,0.18988588894639052,-4.2090264578794736e-15,-4.063794994515163e-15,-0.0,3
x,8.0,7.0,4.900749719809166e-7,2.7338158057962024e-7,1.1107426755788226e-5,2.635992579106475,0.32996238067796824,0.07860353715042724,0.18988590418028659,0.3299623806779674,0.07860353715042737,0.18988590418028695,0.3299623806779674,0.07860353715042737,0.18988590418028695,-2.5254157273331152e-15,-1.5901807014060464e-15,-1.901632888350375e-15,3
x,8.0,8.0,4.900749719809166e-7,2.7338155745829047e-7,1.1107426755788226e-5,2.635992579106475,0.3299624325918701,0.07860353030427235,0.18988594524621563,0.32996243259187064,0.07860353030427247,0.18988594524621505,0.32996243259187064,0.07860353030427247,0.18988594524621505,-1.6836102200016508e-15,-1.5901808399064845e-15,-3.071867847608997e-15,3
x,8.0,9.0,4.900749719809166e-7,2.7338150230369374e-7,1.1107426755788226e-5,2.635992579106475,0.3299625564294784,0.07860351397316734,0.18988604320660113,0.3299625564294777,0.07860351397316734,0.1898860432066021,0.3299625564294777,0.07860351397316734,0.1898860432066021,-2.188692464567906e-15,-0.0,-5.1197771047698075e-15,3
x,8.0,10.0,4.900749719809166e-7,2.7338138272669965e-7,1.1107426755788226e-5,2.635992579106475,0.32996282491346596,0.07860347856678968,0.18988625558790728,0.32996282491346735,0.07860347856678958,0.18988625558790664,0.32996282491346735,0.07860347856678958,0.18988625558790664,-4.209020545526361e-15,-1.2368081340044345e-15,-3.364421191568354e-15,3
x,8.0,11.0,4.900749719809166e-7,2.7338114262408386e-7,1.1107426755788226e-5,2.635992579106475,0.32996336401118664,0.07860340747315103,0.1898866820351231,0.3299633640111854,0.07860340747315116,0.18988668203512327,0.3299633640111854,0.07860340747315116,0.18988668203512327,-3.703932028529015e-15,-1.5901833248330537e-15,-8.776731223712514e-16,3
x,8.0,12.0,4.900749719809166e-7,2.7338068991622145e-7,1.1107426755788226e-5,2.635992579106475,0.32996438046659715,0.07860327342776932,0.1898874860904433,0.32996438046659765,0.0786032734277695,0.1898874860904438,0.32996438046659765,0.0786032734277695,0.1898874860904438,-1.5152402530492644e-15,-2.2969353862546153e-15,-2.6330082179154896e-15,3
x,8.0,13.0,4.900749719809166e-7,2.7337988003472477e-7,1.1107426755788226e-5,2.635992579106475,0.3299661988740984,0.07860303362442633,0.18988892451954104,0.3299661988740977,0.07860303362442615,0.18988892451954,0.3299661988740977,0.07860303362442615,0.18988892451954,-2.020309203635413e-15,-2.296942393780392e-15,-5.4122536714433485e-15,3
x,8.0,14.0,4.900749719809166e-7,2.73378494276923e-7,1.1107426755788226e-5,2.635992579106475,0.32996931027589826,0.07860262330603374,0.1898913857525506,0.329969310275897,0.07860262330603356,0.18989138575255016,0.329969310275897,0.07860262330603356,0.18989138575255016,-3.8722227940128754e-15,-2.2969543841907786e-15,-2.340403685092667e-15,3
x,8.0,15.0,4.900749719809166e-7,2.7337621206635884e-7,1.1107426755788226e-5,2.635992579106475,0.3299744344379445,0.07860194755115336,0.18989543914323068,0.3299744344379458,0.07860194755115371,0.18989543914323137,0.3299744344379458,0.07860194755115371,0.18989543914323137,-3.872162662393559e-15,-4.417257945220967e-15,-3.656802700440749e-15,3
x,8.0,16.0,4.900749719809166e-7,2.733725760874113e-7,1.1107426755788226e-5,2.635992579106475,0.3299825981163351,0.07860087095069829,0.1899018968726628,0.32998259811633496,0.07860087095069866,0.1899018968726637,0.32998259811633496,0.07860087095069866,0.1899018968726637,-5.05052199933671e-16,-4.770703924537829e-15,-4.8268154202076896e-15,3
x,8.0,17.0,4.900749719809166e-7,2.733669492027914e-7,1.1107426755788226e-5,2.635992579106475,0.32999523175469936,0.07859920485182785,0.18991189042323003,0.32999523175470097,0.07859920485182789,0.18991189042322928,0.32999523175470097,0.07859920485182789,0.18991189042322928,-4.8819843554877816e-15,-5.300894501180434e-16,-3.94900480092025e-15,3
x,8.0,18.0,4.900749719809166e-7,2.7335846202304977e-7,1.1107426755788226e-5,2.635992579106475,0.33001428713365166,0.07859669183445417,0.189926963608066,0.330014287133653,0.07859669183445389,0.18992696360806596,0.330014287133653,0.07859669183445389,0.18992696360806596,-4.04002962577166e-15,-3.534042659825749e-15,-1.462478294747733e-16,3
x,8.0,19.0,4.900749719809166e-7,2.7334594998974325e-7,1.1107426755788226e-5,2.635992579106475,0.33004237849567647,0.07859298708375587,0.18994918413596013,0.330042378495677,0.07859298708375609,0.1899491841359598,0.330042378495677,0.07859298708375609,0.1899491841359598,-1.683202400432209e-15,-2.8273673992630246e-15,-1.7547686543280356e-15,3
x,8.0,20.0,4.900749719809166e-7,2.7332787887693115e-7,1.1107426755788226e-5,2.635992579106475,0.330082949548663,0.0785876363351743,0.18998127558460715,0.3300829495486624,0.07858763633517449,0.18998127558460712,0.3300829495486624,0.07858763633517449,0.18998127558460712,-1.8512950666996403e-15,-2.4741149164435695e-15,-1.462060200456115e-16,3
x,8.0,21.0,4.900749719809166e-7,2.7330225773576874e-7,1.1107426755788226e-5,2.635992579106475,0.3301404684436878,0.07858005010444198,0.19002677139308782,0.33014046844368844,0.07858005010444183,0.1900267713930885,0.33014046844368844,0.07858005010444183,0.1900267713930885,-2.0192427532937912e-15,-1.944135105821735e-15,-3.5081043770140202e-15,3
x,8.0,22.0,4.900749719809166e-7,2.7326653854138577e-7,1.1107426755788226e-5,2.635992579106475,0.3302206522379036,0.07856947398546774,0.19009019199261895,0.33022065223790487,0.07856947398546801,0.19009019199261928,0.33022065223790487,0.07856947398546801,0.19009019199261928,-3.86927551597992e-15,-3.5352669144191366e-15,-1.7534669766123937e-15,3
x,8.0,23.0,4.900749719809166e-7,2.7321750220061806e-7,1.1107426755788226e-5,2.635992579106475,0.33033072136893243,0.07855495491837869,0.19017724537231492,0.33033072136893143,0.07855495491837909,0.1901772453723151,0.3303307213689311,0.07855495491837851,0.19017724537231456,-3.487101155671922e-15,-2.90099044611261e-15,-1.246118454741086e-15,3
x,8.0,24.0,4.900749719809166e-7,2.7315113121014226e-7,1.1107426755788226e-5,2.635992579106475,0.33047968312313114,0.07853530351865809,0.19029505009190523,0.3304796831231326,0.07853530351865827,0.19029505009190603,0.3304796831231322,0.0785353035186577,0.19029505009190564,-3.825321023880988e-15,-2.7015496278233757e-15,-3.3237919496022208e-15,3
x,8.0,25.0,4.900749719809166e-7,2.7306247020149394e-7,1.1107426755788226e-5,2.635992579106475,0.3306786407750324,0.07850905284127307,0.19045237784112584,0.33067864077503084,0.0785090528412731,0.1904523778411252,0.33067864077503084,0.0785090528412731,0.1904523778411252,-4.703898451963832e-15,-3.5379876818245794e-16,-3.3544204043514267e-15,3
x,8.0,26.0,4.900749719809166e-7,2.729454769740571e-7,1.1107426755788226e-5,2.635992579106475,0.33094112176899226,0.07847441436120274,0.19065990991025752,0.33094112176899304,0.07847441436120249,0.19065990991025736,0.33094112176899304,0.07847441436120249,0.19065990991025736,-2.350083812680363e-15,-3.1855944094986144e-15,-8.741136885931007e-16,3
x,8.0,27.0,4.900749719809166e-7,2.7279286851408655e-7,1.1107426755788226e-5,2.635992579106475,0.33128341374155823,0.07842923251798195,0.19093049816454816,0.3312834137415569,0.07842923251798178,0.19093049816454882,0.3312834137415569,0.07842923251798178,0.19093049816454882,-4.024552518007982e-15,-2.1249530534456358e-15,-3.4914995502678373e-15,3
x,8.0,28.0,4.900749719809166e-7,2.725959690435152e-7,1.1107426755788226e-5,2.635992579106475,0.33172489108388403,0.07837093993126205,0.19127941610302926,0.331724891083884,0.07837093993126254,0.19127941610303,0.33172489108388353,0.07837093993126196,0.19127941610302954,-1.0538554997628295e-15,-3.4900201949421325e-15,-2.9131454178432847e-15,3
x,8.0,29.0,4.900749719809166e-7,2.7234457043243025e-7,1.1107426755788226e-5,2.635992579106475,0.33228830692506073,0.07829651637499421,0.19172457918839386,0.3322883069250604,0.07829651637499417,0.19172457918839358,0.3322883069250604,0.07829651637499417,0.19172457918839358,-1.0030954062796384e-15,-5.321387362890059e-16,-1.4487660530536386e-15,3
x,8.0,30.0,4.900749719809166e-7,2.720268193808471e-7,1.1107426755788226e-5,2.635992579106475,0.3330000158502502,0.07820245581001393,0.1922867058658823,0.333000015850251,0.0782024558100141,0.1922867058658824,0.3330000158502506,0.07820245581001353,0.1922867058658819,-1.9717799426778596e-15,-3.039356519171086e-15,-1.4420584994101619e-15,3
