target,asymptote,dose,r,x_2,y_21,B0_21,meanB1,meanB2,meanB3,maxB1,maxB2,maxB3,minB1,minB2,minB3,stabilityB1,stabilityB2,stabilityB3,sp_survival
y,8.0,42.0,4.900749719809166e-7,2.7338159268322533e-7,1.0445518790910704e-5,2.635992579106475,0.32883342972109086,0.08374270090583963,0.18522123705574242,0.32883342972109053,0.08374270090583948,0.1852212370557423,0.32883342972109053,0.08374270090583948,0.1852212370557423,-1.0136343939230233e-15,-1.8242811895576608e-15,-5.998535940682567e-16,3
y,8.0,43.0,4.900749719809166e-7,2.7338159268322533e-7,1.0339994024139383e-5,2.635992579106475,0.3286395601671057,0.08462477355820523,0.18442017963931323,0.32863956016710677,0.08462477355820536,0.1844201796393143,0.32863956016710677,0.08462477355820536,0.1844201796393143,-3.211735782956347e-15,-1.477035891303052e-15,-5.873976716587134e-15,3
y,8.0,44.0,4.900749719809166e-7,2.7338159268322533e-7,1.022602501063142e-5,2.635992579106475,0.32842550130095977,0.08559854302864173,0.18353570119101653,0.32842550130095954,0.08559854302864198,0.1835357011910156,0.32842550130095954,0.08559854302864198,0.1835357011910156,-6.765956011670459e-16,-2.9204662466518623e-15,-5.1455809644096545e-15,3
y,8.0,45.0,4.900749719809166e-7,2.7338159268322533e-7,1.0104667033841819e-5,2.635992579106475,0.3281920390540721,0.08666038722702527,0.18257104913254033,0.3281920390540708,0.08666038722702551,0.18257104913253938,0.3281920390540708,0.08666038722702551,0.18257104913253938,-4.062461419815859e-15,-2.884681959968971e-15,-5.172768710182919e-15,3
y,8.0,46.0,4.900749719809166e-7,2.7338159268322533e-7,9.977278075199026e-6,2.635992579106475,0.3279406119855509,0.08780371506403406,0.18153216750419404,0.32794061198555036,0.08780371506403471,0.18153216750419376,0.32794061198554997,0.08780371506403406,0.18153216750419326,-2.366747169459338e-15,-4.533278147574342e-15,-3.1225329002560155e-15,3
y,8.0,47.0,4.900749719809166e-7,2.7338159268322533e-7,9.84545986974997e-6,2.635992579106475,0.3276733057602581,0.0890189953371324,0.18042767414860345,0.3276733057602596,0.08901899533713258,0.1804276741486032,0.3276733057602596,0.08901899533713258,0.1804276741486032,-4.577504202200013e-15,-2.0281810587495955e-15,-1.385528339027587e-15,3
y,8.0,48.0,4.900749719809166e-7,2.7338159268322533e-7,9.71097670018572e-6,2.635992579106475,0.32739279845567526,0.09029400958099745,0.17926863472191917,0.32739279845567393,0.09029400958099751,0.1792686347219185,0.32739279845567393,0.09029400958099751,0.1792686347219185,-4.0723788160183835e-15,-6.1524360952201e-16,-3.718630141340752e-15,3
y,8.0,49.0,4.900749719809166e-7,2.7338159268322533e-7,9.575660477032904e-6,2.635992579106475,0.327102257451264,0.09161432490855856,0.1780681366469205,0.3271022574512649,0.09161432490855843,0.1780681366469201,0.3271022574512649,0.09161432490855843,0.1780681366469201,-2.887163841963952e-15,-1.3643480750812774e-15,-2.3398127292270634e-15,3
y,8.0,50.0,4.900749719809166e-7,2.7338159268322533e-7,9.441312742419992e-6,2.635992579106475,0.3268051954350283,0.09296395199024139,0.1768406941405729,0.3268051954350275,0.09296395199024132,0.176840694140573,0.3268051954350275,0.09296395199024132,0.176840694140573,-2.3798256089053236e-15,-7.469671198285992e-16,-4.712106507170929e-16,3
y,8.0,51.0,4.900749719809166e-7,2.7338159268322533e-7,9.309614326583714e-6,2.635992579106475,0.32650529908074905,0.09432612603287865,0.17560154031873831,0.3265052990807473,0.09432612603287822,0.17560154031873912,0.3265052990807473,0.09432612603287822,0.17560154031873912,-5.274454008575694e-15,-4.564316526042287e-15,-4.587179462912988e-15,3
y,8.0,52.0,4.900749719809166e-7,2.7338159268322533e-7,9.182051540105042e-6,2.635992579106475,0.32620624784968266,0.09568413108686966,0.1743658784955454,0.3262062478496817,0.09568413108686952,0.1743658784955462,0.3262062478496817,0.09568413108686952,0.1743658784955462,-2.8950941821729173e-15,-1.4514635745187614e-15,-4.460387433195301e-15,3
y,8.0,53.0,4.900749719809166e-7,2.7338159268322533e-7,9.059864573383901e-6,2.635992579106475,0.3259115412820631,0.09702208413588666,0.17314816856218784,0.3259115412820626,0.09702208413588666,0.17314816856218787,0.3259115412820626,0.09702208413588666,0.17314816856218787,-1.5340828661318939e-15,-0.0,-1.6041986708301653e-16,3
y,8.0,54.0,4.900749719809166e-7,2.7338159268322533e-7,8.944020054357718e-6,2.635992579106475,0.3256243509611364,0.09832560561991932,0.17196151531119577,0.3256243509611375,0.09832560561991899,0.17196151531119513,0.3256243509611375,0.09832560561991899,0.17196151531119513,-3.4120797298392535e-15,-3.3899295319411886e-15,-3.715118124723378e-15,3
y,8.0,55.0,4.900749719809166e-7,2.7338159268322533e-7,8.83520632805338e-6,2.635992579106475,0.3253474087191348,0.09958232422434761,0.17081720651014626,0.32534740871913453,0.09958232422434783,0.17081720651014695,0.32534740871913453,0.09958232422434783,0.17081720651014695,-8.537460401411301e-16,-2.2314326485360465e-15,-4.0652236905601255e-15,3
y,8.0,56.0,4.900749719809166e-7,2.7338159268322533e-7,8.733847557515022e-6,2.635992579106475,0.32508293678912126,0.10078219053381061,0.16972442429334172,0.3250829367891224,0.10078219053381075,0.16972442429334117,0.3250829367891224,0.10078219053381075,0.16972442429334117,-3.5886505497707944e-15,-1.3780413999383864e-15,-3.273118327201606e-15,3
y,8.0,57.0,4.900749719809166e-7,2.7338159268322533e-7,8.640131442215517e-6,2.635992579106475,0.3248326197882395,0.1019176005874734,0.1686901293981693,0.3248326197882405,0.10191760058747365,0.16869012939816866,0.3248326197882405,0.10191760058747365,0.16869012939816866,-3.078356549791013e-15,-2.452840865922534e-15,-3.787164931147733e-15,3
y,8.0,58.0,4.900749719809166e-7,2.7338159268322533e-7,8.554045126810395e-6,2.635992579106475,0.3245976136973026,0.10298335172796763,0.16771909826830061,0.32459761369730256,0.10298335172796733,0.16771909826830114,0.32459761369730256,0.10298335172796733,0.16771909826830114,-1.7114362530290367e-16,-2.966891860906253e-15,-3.146640561456029e-15,3
y,8.0,59.0,4.900749719809166e-7,2.7338159268322533e-7,8.47541444984183e-6,2.635992579106475,0.3243785839662362,0.10397646678361826,0.16681408050308527,0.32437858396623526,0.10397646678361866,0.16681408050308538,0.32437858396623526,0.10397646678361866,0.16681408050308538,-2.911406168652531e-15,-3.8735485265254e-15,-6.660446432973668e-16,3
y,8.0,60.0,4.900749719809166e-7,2.7338159268322533e-7,8.403942712454624e-6,2.635992579106475,0.3241757636186889,0.10489592817618851,0.16597603894232998,0.3241757636186903,0.104895928176189,0.16597603894232957,0.3241757636186903,0.104895928176189,0.16597603894232957,-4.455524699226019e-15,-4.633994061674033e-15,-2.5102785646124288e-15,3
y,8.0,61.0,4.900749719809166e-7,2.7338159268322533e-7,8.3392463209087e-6,2.635992579106475,0.32398902247157896,0.10574236231300833,0.16520443567728452,0.32398902247157796,0.10574236231300808,0.1652044356772848,0.32398902247157796,0.10574236231300808,0.1652044356772848,-3.086371924217336e-15,-2.364120208868948e-15,-1.6813353753208667e-15,3
y,8.0,62.0,4.900749719809166e-7,2.7338159268322533e-7,8.280885751910828e-6,2.635992579106475,0.32381793984975926,0.10651770878508776,0.16449753250339752,0.3238179398497577,0.10651770878508802,0.16449753250339852,0.3238179398497577,0.10651770878508802,0.16449753250339852,-4.803559516069028e-15,-2.4772956701813156e-15,-6.078818371881949e-15,3
y,8.0,63.0,4.900749719809166e-7,2.7338159268322533e-7,8.228391183143312e-6,2.635992579106475,0.3236618749585841,0.10722490074503205,0.16385268169547093,0.3236618749585836,0.1072249007450326,0.16385268169547018,0.3236618749585836,0.1072249007450326,0.16385268169547018,-1.5447457672283073e-15,-5.18096188355779e-15,-4.5770564098976565e-15,3
y,8.0,64.0,4.900749719809166e-7,2.7338159268322533e-7,8.181282780845462e-6,2.635992579106475,0.3235200309586812,0.10786757427619525,0.16326659076080505,0.32352003095868176,0.10786757427619544,0.16326659076080424,0.32352003095868176,0.10786757427619544,0.16326659076080424,-1.717136716641908e-15,-1.6737804796592553e-15,-4.933745328131035e-15,3
y,8.0,65.0,4.900749719809166e-7,2.7338159268322533e-7,8.139086054257752e-6,2.635992579106475,0.32339151048431247,0.10844981686653911,0.1627355518377697,0.3233915104843115,0.10844981686653916,0.16273555183776947,0.3233915104843115,0.10844981686653916,0.16273555183776947,-3.0920744369985804e-15,-5.122444092385368e-16,-1.3654745197461996e-15,3
y,8.0,66.0,4.900749719809166e-7,2.7338159268322533e-7,8.101342913974322e-6,2.635992579106475,0.3232753617097952,0.1089759589335248,0.162255632039515,0.32327536170979543,0.10897595893352549,0.1622556320395149,0.32327536170979543,0.10897595893352549,0.1622556320395149,-6.873745289960906e-16,-6.372140804780045e-15,-6.847566605182462e-16,3
y,8.0,67.0,4.900749719809166e-7,2.7338159268322533e-7,8.067619157630384e-6,2.635992579106475,0.32317061505518013,0.10945040789422829,0.1618228251195937,0.3231706150551796,0.10945040789422762,0.1618228251195945,0.3231706150551796,0.10945040789422762,0.1618228251195945,-1.7189933052342151e-15,-6.090737908607539e-15,-4.977763667212547e-15,3
y,8.0,68.0,4.900749719809166e-7,2.7338159268322533e-7,8.037509098895362e-6,2.635992579106475,0.32307631125949887,0.10987752140970036,0.1614331674690037,0.3230763112595001,0.10987752140970054,0.16143316746900357,0.3230763112595001,0.10987752140970054,0.16143316746900357,-3.782889149122904e-15,-1.6431626587069262e-15,-8.603066712343105e-16,3
y,8.0,69.0,4.900749719809166e-7,2.7338159268322533e-7,8.010637992915228e-6,2.635992579106475,0.32299152190023644,0.11026151486635904,0.16108282290135412,0.32299152190023805,0.11026151486635942,0.16108282290135392,0.32299152190023805,0.11026151486635942,0.16108282290135392,-4.987844725254467e-15,-3.4008373998042654e-15,-1.2070488944930385e-15,3
y,8.0,70.0,4.900749719809166e-7,2.7338159268322533e-7,7.986662821536004e-6,2.635992579106475,0.32291536357431044,0.11060639755527188,0.16076814124787558,0.322915363574311,0.11060639755527116,0.16076814124787536,0.322915363574311,0.11060639755527116,0.16076814124787536,-1.7203520996313269e-15,-6.529338056470676e-15,-1.3821846030346367e-15,3
y,8.0,71.0,4.900749719809166e-7,2.7338159268322533e-7,7.965271903970879e-6,2.635992579106475,0.3228470069480195,0.11091593205977998,0.16048569575126453,0.32284700694802004,0.11091593205978048,0.16048569575126426,0.32284700694802004,0.11091593205978048,0.16048569575126426,-1.720716351004369e-15,-4.507696072787636e-15,-1.7307714594990657e-15,3
y,8.0,72.0,4.900749719809166e-7,2.7338159268322533e-7,7.94618370473064e-6,2.635992579106475,0.32278568178769373,0.11119361180545713,0.1602323038520098,0.322785681787695,0.11119361180545669,0.1602323038520092,0.322785681787695,0.11119361180545669,0.1602323038520092,-3.9583995098501084e-15,-3.996834816016035e-15,-3.640367865230416e-15,3
y,8.0,73.0,4.900749719809166e-7,2.7338159268322533e-7,7.929145126868056e-6,2.635992579106475,0.3227306789420312,0.11144265237076295,0.16000503537927155,0.32273067894203045,0.11144265237076344,0.160005035379272,0.32273067894203045,0.11144265237076344,0.160005035379272,-2.4098712145035545e-15,-4.361769016812891e-15,-2.777553205929899e-15,3
y,8.0,74.0,4.900749719809166e-7,2.7338159268322533e-7,7.91392950747466e-6,2.635992579106475,0.3226813500908182,0.11166599286916329,0.15980121151268364,0.3226813500908195,0.11166599286916354,0.15980121151268362,0.3226813500908195,0.11166599286916354,0.15980121151268362,-3.9596793685641554e-15,-2.2387089323661014e-15,-1.7381849563893491e-16,3
y,8.0,75.0,4.900749719809166e-7,2.7338159268322533e-7,7.900334474224786e-6,2.635992579106475,0.32263710592174266,0.11186630440925524,0.15961839724894406,0.3226371059217426,0.11186630440925571,0.1596183972489444,0.3226371059217426,0.11186630440925571,0.1596183972489444,-1.7218358134635158e-16,-4.221100425750448e-15,-2.088210882841527e-15,3
y,8.0,76.0,4.900749719809166e-7,2.7338159268322533e-7,7.888179775628069e-6,2.635992579106475,0.32259741325757396,0.11204600327168203,0.15945438953160807,0.32259741325757413,0.11204600327168168,0.15945438953160795,0.32259741325757413,0.11204600327168168,0.15945438953160795,-5.166143008884485e-16,-3.0987725326381623e-15,-6.967862413322375e-16,3
y,8.0,77.0,4.900749719809166e-7,2.7338159268322533e-7,7.877305161970765e-6,2.635992579106475,0.32256179153561426,0.1122072669880269,0.1593072027042986,0.32256179153561354,0.11220726698802738,0.15930720270429952,0.32256179153561354,0.11220726698802738,0.15930720270429952,-2.2389091944481737e-15,-4.332046589407721e-15,-5.7537976224029565e-15,3
y,8.0,78.0,4.900749719809166e-7,2.7338159268322533e-7,7.867568366960512e-6,2.635992579106475,0.32252980894060246,0.1123520519622263,0.1591750525321749,0.32252980894060446,0.11235205196222661,0.159175052532175,0.32252980894060446,0.11235205196222661,0.159175052532175,-6.200671038719731e-15,-2.8431049149966094e-15,-6.980090345702716e-16,3
y,8.0,79.0,4.900749719809166e-7,2.7338159268322533e-7,7.858843220160008e-6,2.635992579106475,0.3225010784109671,0.11248211164346592,0.1590563396999135,0.3225010784109683,0.11248211164346565,0.15905633969991345,0.3225010784109683,0.11248211164346565,0.15905633969991345,-3.789636543927448e-15,-2.345936210793574e-15,-3.4926499929293945e-16,3
y,8.0,80.0,4.900749719809166e-7,2.7338159268322533e-7,7.851017905903638e-6,2.635992579106475,0.32247525367382046,0.1125990145505078,0.1589496334286411,0.3224752536738213,0.11259901455050761,0.15894963342864177,0.3224752536738213,0.11259901455050761,0.15894963342864177,-2.584050019649823e-15,-1.7267899197970425e-15,-4.193993619829345e-15,3
y,8.0,81.0,4.900749719809166e-7,2.7338159268322533e-7,7.843993374265378e-6,2.635992579106475,0.32245202541448637,0.11270416167215633,0.15885365564858273,0.32245202541448503,0.11270416167215654,0.158853655648583,0.32245202541448503,0.11270416167215654,0.158853655648583,-4.134777864192539e-15,-1.848405979932601e-15,-1.7485531619027447e-15,3
y,8.0,82.0,4.900749719809166e-7,2.7338159268322533e-7,7.83768190274366e-6,2.635992579106475,0.32243111764851057,0.11279880293873129,0.15876726600848629,0.32243111764851085,0.11279880293873187,0.15876726600848565,0.32243111764851085,0.11279880293873187,0.15876726600848565,-8.614679125571744e-16,-5.171194327580982e-15,-4.023860574971244e-15,3
y,8.0,83.0,4.900749719809166e-7,2.7338159268322533e-7,7.8320058028185e-6,2.635992579106475,0.3224122843362718,0.11288405258560175,0.15868944788730976,0.3224122843362726,0.11288405258560115,0.1586894478873098,0.3224122843362726,0.11288405258560115,0.1586894478873098,-2.5845547023986985e-15,-5.290319751366461e-15,-1.7503625197649432e-16,3
y,8.0,84.0,4.900749719809166e-7,2.7338159268322533e-7,7.826896262769382e-6,2.635992579106475,0.3223953062598583,0.11296090332135478,0.15861929548973133,0.3223953062598571,0.11296090332135496,0.1586192954897317,0.3223953062598571,0.11296090332135496,0.1586192954897317,-3.790879856101629e-15,-1.5983108748525638e-15,-2.276477646105529e-15,3
y,8.0,85.0,4.900749719809166e-7,2.7338159268322533e-7,7.822292316622018e-6,2.635992579106475,0.3223799881676159,0.11303023927796221,0.1585560020476045,0.32237998816761615,0.11303023927796296,0.15855600204760525,0.32237998816761615,0.11303023927796296,0.15855600204760525,-6.892836331260625e-16,-6.635064844805631e-15,-4.729956339388581e-15,3
y,8.0,86.0,4.900749719809166e-7,2.7338159268322533e-7,7.818139928442997e-6,2.635992579106475,0.3223661561818731,0.11309284776459708,0.1584988491087607,0.32236615618187475,0.11309284776459656,0.15849884910876164,0.32236615618187475,0.11309284776459656,0.15849884910876164,-5.169849065187161e-15,-4.543731319935148e-15,-5.958389071267227e-15,3
y,8.0,87.0,4.900749719809166e-7,2.7338159268322533e-7,7.814391181145092e-6,2.635992579106475,0.3223536554587937,0.11314942987593293,0.158447196867712,0.32235365545879363,0.11314942987593334,0.15844719686771166,0.32235365545879363,0.11314942987593334,0.15844719686771166,-1.723349849833768e-16,-3.5595220421757426e-15,-2.10364639341177e-15,3
y,8.0,88.0,4.900749719809166e-7,2.7338159268322533e-7,7.811003559297836e-6,2.635992579106475,0.3223423480853994,0.11320061002369186,0.15840047547627803,0.32234234808539897,0.1132006100236912,0.158400475476279,0.32234234808539897,0.1132006100236912,0.158400475476279,-1.3787282422627264e-15,-5.88895897587843e-15,-6.137445065119639e-15,3
y,8.0,89.0,4.900749719809166e-7,2.7338159268322533e-7,7.807939316011108e-6,2.635992579106475,0.3223321111965603,0.11324694446990341,0.15835817726309648,0.3223321111965616,0.11324694446990367,0.15835817726309684,0.3223321111965616,0.11324694446990367,0.15835817726309684,-3.963969583520275e-15,-2.3300925248456486e-15,-2.2802313506264985e-15,3
y,8.0,90.0,4.900749719809166e-7,2.7338159268322533e-7,7.805164914668714e-6,2.635992579106475,0.3223228352938222,0.1132889289445335,0.15831984978706273,0.32232283529382183,0.11328892894453305,0.15831984978706323,0.32232283529382183,0.11328892894453305,0.15831984978706323,-1.2064602442929927e-15,-4.04550300144703e-15,-3.1580077420987197e-15,3
y,8.0,91.0,4.900749719809166e-7,2.7338159268322533e-7,7.802650537061952e-6,2.635992579106475,0.3223144227478514,0.11332700543016568,0.15828508964963037,0.32231442274785094,0.11332700543016624,0.15828508964962965,0.32231442274785094,0.11332700543016624,0.15828508964962965,-1.3788476953459113e-15,-5.024542249749737e-15,-4.562568479730765e-15,3
y,8.0,92.0,4.900749719809166e-7,2.7338159268322533e-7,7.800369650260273e-6,2.635992579106475,0.32230678646693434,0.11336156819396953,0.15825353699302708,0.32230678646693395,0.11336156819396973,0.15825353699302697,0.32230678646693395,0.11336156819396973,0.15825353699302697,-1.206520318335553e-15,-1.7151742552838176e-15,-7.020735640843918e-16,3
y,8.0,93.0,4.900749719809166e-7,2.7338159268322533e-7,7.79829862532494e-6,2.635992579106475,0.32229984871471107,0.11339296914295689,0.15822487061526397,0.3222998487147113,0.11339296914295627,0.15822487061526372,0.3222998487147113,0.11339296914295627,0.15822487061526372,-6.89455022636406e-16,-5.51153342149813e-15,-1.5799517149588296e-15,3
y,8.0,94.0,4.900749719809166e-7,2.7338159268322533e-7,7.796416401701885e-6,2.635992579106475,0.32229354006158417,0.11342152257344658,0.15819880363738514,0.3222935400615844,0.11342152257344693,0.15819880363738503,0.3222935400615844,0.11342152257344693,0.15819880363738503,-6.894685181988165e-16,-3.0611921745746256e-15,-7.023164663136521e-16,3
y,8.0,95.0,4.900749719809166e-7,2.7338159268322533e-7,7.794704191809961e-6,2.635992579106475,0.3222877984553903,0.11344750938000919,0.15817507966355515,0.3222877984553887,0.11344750938000946,0.15817507966355493,0.3222877984553887,0.11344750938000946,0.15817507966355493,-4.998735808594377e-15,-2.3259731325351627e-15,-1.4048436072481436e-15,3
y,8.0,96.0,4.900749719809166e-7,2.7338159268322533e-7,7.793145220964824e-6,2.635992579106475,0.32228256839822084,0.11347118078340326,0.15815346937974512,0.3222825683982195,0.1134711807834039,0.15815346937974475,0.3222825683982195,0.1134711807834039,0.15815346937974475,-4.136951941193566e-15,-5.630128618358062e-15,-2.2831827960495345e-15,3
y,8.0,97.0,4.900749719809166e-7,2.7338159268322533e-7,7.791724498344949e-6,2.635992579106475,0.3222778002175247,0.11349276163142027,0.1581337675419357,0.32227780021752467,0.11349276163142057,0.1581337675419357,0.32227780021752467,0.11349276163142057,0.1581337675419357,-1.7237554785136266e-16,-2.569787365863187e-15,-0.0,3
y,8.0,98.0,4.900749719809166e-7,2.7338159268322533e-7,7.790428615215934e-6,2.635992579106475,0.32227344942077596,0.11351245332108999,0.1581157903096576,0.3222734494207748,0.11351245332109047,0.1581157903096571,0.3222734494207748,0.11351245332109047,0.1581157903096571,-3.619935374527867e-15,-4.282235948925008e-15,-3.162083371789037e-15,3
y,8.0,99.0,4.900749719809166e-7,2.7338159268322533e-7,7.789245567084687e-6,2.635992579106475,0.32226947612413565,0.1135304363856865,0.15809937288529166,0.3222694761241372,0.11353043638568573,0.15809937288529197,0.3222694761241372,0.11353043638568573,0.15809937288529197,-4.826640006824664e-15,-6.728162019314551e-15,-1.9325849462555217e-15,3
y,8.0,100.0,4.900749719809166e-7,2.7338159268322533e-7,7.788164596860071e-6,2.635992579106475,0.3222658445466053,0.11354687278521877,0.15808436742385362,0.32226584454660395,0.11354687278521926,0.1580843674238535,0.32226584454660395,0.11354687278521926,0.1580843674238535,-4.137166626589416e-15,-4.2809378747198835e-15,-7.028248684941808e-16,3
y,8.0,0.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
y,8.0,1.0,4.900749719809166e-7,2.7338159268322533e-7,1.110742675578817e-5,2.635992579106475,0.32996235350196035,0.07860354073426742,0.18988588268300127,0.3299623535019616,0.07860354073426788,0.18988588268300224,0.32996235350196135,0.0786035407342673,0.18988588268300174,-3.4486494146882326e-15,-3.412552347750288e-15,-3.966100158207137e-15,3
y,8.0,2.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755773668e-5,2.635992579106475,0.3299623535019394,0.07860354073437352,0.18988588268290638,0.3299623535019383,0.07860354073437359,0.18988588268290615,0.32996235350193787,0.078603540734373,0.1898858826829057,-4.141593161690584e-15,-3.8052063856409495e-15,-2.517269494887445e-15,3
y,8.0,3.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755415102e-5,2.635992579106475,0.3299623535013634,0.07860354073698628,0.1898858826805352,0.32996235350136427,0.07860354073698614,0.18988588268053527,0.32996235350136427,0.07860354073698614,0.18988588268053527,-2.693776997688837e-15,-1.7668673653872658e-15,-4.3883840853738023e-16,3
y,8.0,4.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426752061193e-5,2.635992579106475,0.32996235349599917,0.07860354076142896,0.1898858826583596,0.3299623534959974,0.07860354076142889,0.18988588265836018,0.3299623534959974,0.07860354076142889,0.18988588265836018,-5.387553995465259e-15,-8.83433682418919e-16,-3.071868860120406e-15,3
y,8.0,5.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426733573373e-5,2.635992579106475,0.32996235346641367,0.07860354089616202,0.1898858825361233,0.32996235346641417,0.07860354089616237,0.18988588253612299,0.32996235346641384,0.07860354089616181,0.18988588253612254,-1.1577072735558553e-15,-2.6243720526626187e-15,-3.0252949693767287e-15,3
y,8.0,6.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426660268426e-5,2.635992579106475,0.3299623533491159,0.07860354143038586,0.1898858820514481,0.3299623533491146,0.07860354143038585,0.18988588205144782,0.32996235334911433,0.07860354143038527,0.18988588205144727,-4.309806434043681e-15,-4.698023534400798e-15,-3.180897443394624e-15,3
y,8.0,7.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426427943899e-5,2.635992579106475,0.3299623529773584,0.078603543123494,0.18988588051537078,0.3299623529773579,0.0786035431234943,0.18988588051537164,0.3299623529773575,0.07860354312349373,0.1898858805153711,-2.1843250170975333e-15,-2.5770896944437835e-15,-3.3760306878444948e-15,3
y,8.0,8.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107425801667943e-5,2.635992579106475,0.3299623519752159,0.07860354768759725,0.18988587637457982,0.3299623519752157,0.07860354768759727,0.18988587637457927,0.3299623519752157,0.07860354768759727,0.18988587637457927,-6.73444252537035e-16,-1.7668672091499448e-16,-2.925589487405643e-15,3
y,8.0,9.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107424307722825e-5,2.635992579106475,0.32996234958466186,0.0786035585750046,0.18988586649695788,0.3299623495846626,0.0786035585750051,0.18988586649695732,0.3299623495846626,0.0786035585750051,0.18988586649695732,-2.1886938366022966e-15,-6.3607210719139015e-15,-2.9255896395910974e-15,3
y,8.0,10.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107421068800287e-5,2.635992579106475,0.32996234440186323,0.07860358217927511,0.18988584508193668,0.32996234440186195,0.07860358217927499,0.18988584508193593,0.32996234440186195,0.07860358217927499,0.18988584508193593,-3.872304540965751e-15,-1.590179790455134e-15,-3.9495464588714496e-15,3
y,8.0,11.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107414565260203e-5,2.635992579106475,0.32996233399513575,0.0786036295751166,0.18988580208196498,0.32996233399513564,0.07860362957511643,0.18988580208196412,0.32996233399513564,0.07860362957511643,0.18988580208196412,-3.3672214461694757e-16,-2.120238442160211e-15,-4.53466547966102e-15,3
y,8.0,12.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107402302987594e-5,2.635992579106475,0.32996231437346135,0.07860371893902056,0.1898857210063819,0.3299623143734625,0.07860371893902068,0.18988572100638174,0.32996231437346224,0.07860371893902011,0.18988572100638124,-3.1355234574118423e-15,-3.2236420787808006e-15,-2.4731982007712503e-15,3
y,8.0,13.0,4.900749719809166e-7,2.7338159268322533e-7,1.110738036613048e-5,2.635992579106475,0.32996227927073246,0.07860387880901178,0.18988557596400576,0.3299622792707344,0.0786038788090119,0.1898855759640062,0.329962279270734,0.07860387880901133,0.1898855759640057,-5.312292969345708e-15,-3.3002935155444887e-15,-1.5568861834110977e-15,3
y,8.0,14.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107342830798435e-5,2.635992579106475,0.3299622192074438,0.07860415235805582,0.18988532778606765,0.32996221920744184,0.07860415235805585,0.18988532778606868,0.32996221920744184,0.07860415235805585,0.18988532778606868,-5.892639580735098e-15,-3.533707234687485e-16,-5.41235618823163e-15,3
y,8.0,15.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107281013696475e-5,2.635992579106475,0.3299621202880259,0.07860460287131826,0.18988491905695076,0.32996212028802574,0.07860460287131817,0.18988491905695087,0.32996212028802574,0.07860460287131817,0.18988491905695087,-5.050835440535003e-16,-1.2367904435774712e-15,-5.851208473924808e-16,3
y,8.0,16.0,4.900749719809166e-7,2.7338159268322533e-7,1.110718252774393e-5,2.635992579106475,0.32996196268894085,0.07860532063203268,0.189884267866944,0.32996196268894074,0.07860532063203321,0.18988426786694468,0.32996196268894024,0.07860532063203264,0.1898842678669442,-1.3050441511762465e-15,-4.026517756363084e-15,-2.594889570420597e-15,3
y,8.0,17.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107030115120084e-5,2.635992579106475,0.3299617187896616,0.0786064314334802,0.18988326008969392,0.3299617187896617,0.07860643143348015,0.18988326008969444,0.3299617187896617,0.07860643143348015,0.18988326008969444,-3.3672277242706874e-16,-7.067209560306623e-16,-2.7793483074420242e-15,3
y,8.0,18.0,4.900749719809166e-7,2.7338159268322533e-7,1.1106800227105512e-5,2.635992579106475,0.3299613508967616,0.0786081069442397,0.18988173997820473,0.3299613508967612,0.07860810694423966,0.18988173997820498,0.3299613508967612,0.07860810694423966,0.18988173997820498,-1.1785310175053333e-15,-5.300294193469826e-16,-1.3165439483881897e-15,3
y,8.0,19.0,4.900749719809166e-7,2.7338159268322533e-7,1.1106461319885134e-5,2.635992579106475,0.3299608085101466,0.07861057715845747,0.18987949886911076,0.3299608085101463,0.07861057715845796,0.1898794988691107,0.32996080851014603,0.0786105771584574,0.1898794988691102,-1.3049183893666123e-15,-3.69696303420788e-15,-2.0129550297349033e-15,3
y,8.0,20.0,4.900749719809166e-7,2.7338159268322533e-7,1.1105971836644302e-5,2.635992579106475,0.32996002508129574,0.0786141451595697,0.1898762617878996,0.32996002508129596,0.07861414515956983,0.18987626178789924,0.32996002508129596,0.07861414515956983,0.18987626178789924,-6.73449001698199e-16,-1.5899661261361068e-15,-1.901729458033772e-15,3
